0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.016	0.01	0.00053	0.6	13.963836712777393	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
0.0	0.004	0.01	0.00053	0.6	16.036163296472036	25.0	1e-09	0.0	0.0
